tokenize,SCREEN#Positive,SCREEN#Neutral,SCREEN#Negative,CAMERA#Positive,CAMERA#Neutral,CAMERA#Negative,FEATURES#Positive,FEATURES#Neutral,FEATURES#Negative,BATTERY#Positive,BATTERY#Neutral,BATTERY#Negative,PERFORMANCE#Positive,PERFORMANCE#Neutral,PERFORMANCE#Negative,STORAGE#Positive,STORAGE#Neutral,STORAGE#Negative,DESIGN#Positive,DESIGN#Neutral,DESIGN#Negative,PRICE#Positive,PRICE#Neutral,PRICE#Negative,GENERAL#Positive,GENERAL#Neutral,GENERAL#Negative,SER&ACC#Positive,SER&ACC#Neutral,SER&ACC#Negative
mới vừa mua về mà sao_chụp màn_hình nút nguồn và giảm âm mà khó chụp quá do máy hay do dòng này nó vậy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dùng được 2 tháng bắt wifi quá kém chán chỉ được mỗi_cái cảm_biến vân tay là nhạy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy đa_nhiệm mượt game cũng ok pin trâu các tính_năng hỗ_trợ hữu_ích camera ổn trong tầm giá cấu_hình tốt nói_chung là tuyệt_vời,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
cảm_nhận về máy khi sử_dụng tốt mọi thứ đều good chỉ có cái là bị như này thì là mình không biết mọi người xài có bị giống mình hay không chơi game hơn1h pin chỉ tụt 8 mức_độ sáng trên 50 xem lướt fb wed xem phim thì pin khá tốt có_vẻ 1h game thì 2h xem phim ấy pin rất ok game thì khỏi bàn trong phân khúc ổn rất ổn tuyệt_vời khi chọn nhưng buồn cái bữa mua giảm 300k ms đx tuần hơn giảm 600k,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
máy thiết_kế đẹp phin dùng bt thì trâu được 2 5 ngày chơi game tụt nhanh do màn ips 40p tụt 10 cam chụp ban_ngày đẹp ban đem chụp kém,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
máy sài cực_kì tốt chơi game và pin cực trâu cảm_thấy hài_lòng về cách phục_vụ của nhân_viên và bạn sale sẽ ủng_hộ tgdđ dài,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
đt gam cao chơi free fire mượt_mà đt bắn wifi rất kém nhà có 3 cái đt mà cụt wifi sát bên mà vào game wifi lên 999 xong xuống 17 cái lên 999 làm quài,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ngon nên mua ngay đi mượt làm pin cực trâu luôn chơi game ổn_định làm,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy xài tốt nhé pin trâu chụp hình đẹp nói_chung là vs giá tiền này thì rất là oke,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
mua được hai tuần thứ nhất là đánh_giá về chất_lượng máy xiaomi chưa bao_giờ làm mình thất_vọng về những sản_phẩm của họ cấu_hình tốt pin trâu chiến game ngon max setting có đôi_khi lỗi lặt_vặt nhưng không đáng_kể vì mình biết số tiền của mình bỏ ra nó nằm ở đâu thứ hai là về nhân_viên tgdd phục_vụ rất tốt siêu_thị mình mua là ở hòn chồng vĩnh phước nha_trang có bạn gái tên thảo và một cô gái hơi cao mắt cận không nhớ tên phục_vụ rất hài_lòng có rất đông khách nhưng có đến bốn nhân_viên phục_vụ cho một_mình mình rất chu_đáo nhiệt_tình vui_vẻ luôn cảm_ơn cách chăm_sóc khách_hàng của tgdd,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
k biết dt của các bác ra sao nhưng e mua dc gần tháng rồi dùng rất là ok luôn vân tay nhạy pin trâu sạc cũng nhanh nữa nói_chung theo dt của e thì rất ok luôn nhân_viên tgdd lại rất vv,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sản phầm xài cũng oke pin trâu sạc nhanh tuy lâu_lâu có loạn cảm_ứng nhưng vẫn cứ là oke thích với nhân_viên tư_vấn nhiệt_tình,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
máy hay bị tự_nhiên tắt nguồn nhiều lúc bật mãi không lên chờ khoảng hơn 1 tiếng mới bật nguồn lên đc máy bị lỗi gì không biết mong đc hỗ_trợ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy khá mượt chơi liên_quân ở mức 60fps liên_tục chụp hình thì tạm pin trâu đấy chơi tầm 20 trận cũng được pubg mình chưa test thử màn_hình lớn và dài ốp thì đặt shopee mới có vì dòng máy mới ra máy xài ngon cho ai có nhu_cầu trung_bình do mình xài ip 6s plus làm máy chính nên thấy k mạnh bằng,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tôi rất thích điện_thoại này vì camera chụp hình rất đẹp và máy chạy êm mượt lâu_lâu có hơi bị văng ra nhưng sử_dụng rất ok,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
điện_thoại hay quảng_cáo trên màn_hình ghét ghê a50 đâu có quảng_cáo đâu dt cái rồi mà vẫn quảng_cáo ak,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua 1 cái pro max 64gb sáng nay phải nói là nó chạy cực nhanh màn_hình oled xem phim đã lắm sử_dụng siêu đã và bạn trang ở tgdd siêu_thị 3 kinh dương_vương p12 q6 tư_vấn rất nhiệt_tình vote 5 sao !,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
máy này mình ko chơi game nên mọi thứ rất mượt sạc nhanh nhiều khi pin xài qua gần 2 ngày mới hết mọi thứ đều ổn ko như mn bình_luận,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sản_phẩm có cấu_hình tốt tôi rất thích về dung_lượng pin 5000mah lại có hỗ_trợ sạc nhanh nữa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mua máy được 1 tháng thì phải nói không có gì để chê được chơi game lướt wed chạy đa_nhiệm thì mượt khỏi phải bàn pin tuy dung_lượng không cao nhưng cập_nhật qua emui10 pin tối_ưu hơn sài đủ trong ngày và sạc pin nhanh nên không phải lăn_tăn,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bluetooth bị lỗi nghe nhạc hay giật mới dùng thử 1 hôm mà đã thấy k thích lắm mong qtv phản_ánh về samsung để họ sớm khắc_phục,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mới mua đk 2 hôm mà sóng chập_chờn quá kg biết do máy hay sao nữa mọi người có thấy vậy kg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mình mua máy để thể_hiện niềm mãnh_liệt tinh_thần việt nhưng máy dùg dc 2 ngày cảm_thấy rất hài_lòng hay hơn_nữa là khi dùg máy này thì bạn như người nổi tiếg vì rất nhiều người hỏi và quan_tâm tới thương_hiệu việt loa nghe nhạc tương_đối hay hơn các dòg khác pin thì 4000 nhưg thời_gian sài bìh thường chắc tầm 2 ngày ms hết có cái camera trước rất ấn_tượng khi chuyển_động ko kêu như các bác đã phản_ánh mọi thứ rất ổn,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
màn_hình không dán cường_lực mà rớt hoài không vỡ xài 3 năm rớt 300 lần vẫn còn tốt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lướt mượt dẫu phản_hồi chậm khoảng 0 2 s nhưng tạm ổn game oke bật mức trung_bình là chiến cân hết điểm trừ là giao_diện màn_hình nhìn cực_kì bực mắt wifi bắt kém hơn của xiaomi nhưng cũg không quá tệ lắm vẫn ngon khuyên nên mua bản 4g 64gb thì tốt hơn,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tốt nhất trong tầm giá uj ram mạnh pin trâu chỉ yếu camera chút thôi nói_chung là quá tuyệt_vời cho những ng ít chụp ảnh nha nên mua nhất trong tầm giá ấy,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
mua tại điện_máy xanh số 34 tổ 2 khu xuân hà tt xuân mai h chương_mỹ tp hà_nội máy chạy mượt nhưng chơi game khá nóng anh_chị bán hàng nhiệt_tình nói_chung ổn với mức giá tầm này là ngon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
xài được 2 tháng rồi pin rất trâu cảm_ứng mượt loa nghe cũng to chơi game cod hay pubg gì cũng ổn hết_mình chủ_yếu giải_trí nên cũng k chơi nhiều mấy thể_loại game khác sạc nhanh đúng 18w nếu_mà có sạc 30w nữa thì tuyệt nhược_điểm là cái loa thoại để mép trên nên ban_đầu dùng chưa quen hay để k đúng lỗ tai nghe hơi nhỏ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cứ chèn quảng_cáo suốt tự_động nhảy qua trang quảng_cáo tần_suất ngày_càng nhiều cần hổ trợ khắc_phục,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mua đc 1 tháng thấy máy được mượt_mà pin trấu bắn pubg fb zl ytb tik tok chowid tưd sáng đến khuya mới hết pin máy đẹp mạnh trong tầm giá,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
máy xài dc nữa năm khá là ok chơi game thì tầm 2 3h mới hết pin mọi thứ điều tuyệt cho 5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mọi thứ đều tuyệt_vời trừ mỗi điểm bắt wifi hơi kém k biết có bác nào bị nv k ạ ?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy rất tệ giật lag và bị văng ứng_dụng liên_tục bực không chịu được không biết khắc_phục làm_sao luôn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tôi rất hài_lòng về sản_phẩm cấu_hình mạnh cam đẹp âm_thanh được cải_tiến rất tốt chất_lượng dịch_vụ tgdd rất tốt,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
máy chạy mượt camera hơi kém sắc nét giá tiền vậy không đòi_hỏi gì thêm còn lại là ok,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
iphone 7 chụp hình đẹp cấu_hình mạnh và mình thích nhất là mấy anh giữ xe ở tgdd quang trung kế ninomax gò_vấp tphcm mấy a nhiệt_tình chu_đáo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
máy mua đc mấy ngày viền xung_quanh màn_hình sáng màu hơn thử nhiều máy có máy mình bị,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới lấy đk 7 ngày mọi thứ đều ổn camera chụp đẹp màm hình rõ nét mk ko chơi game chỉ lướt web và xem phim nên máy chạy rât mượt ko bị giật lát khi mới mua về hai ba ngàyđầu pin tụt rất nhanh còn bây_giờ mk bật mạng 24 24 một ngày cũng chỉ phải sạc có một lần vân tay thì chỉ có_thể mở khi dùng miếng dán chống trầy nếu dùng dán cường_lực thì rất khó mở khoá,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lần đầu_tiên mình xài apple và đã mua con máy này 1 tháng 10 ngày nói_chung tất_cả đều ổn êm mượt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mua được 10 ngày rồi xài ổn lắm thích nhất cái khung sườn bằng hợp_kim cầm rất chắc_tay màn_hình 6 2 ông xem cũng đẹp đặc_biệt pin rất trâu_bò xài ok,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
cho mình hỏi con này chơi liên_quân fps cao đc ko admin và có mượt ko ạ cần tư_vấn ạ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
một_vài nhân xét cho ai muốn mua con này nói thật thì tầm giá này thì vivo u10 nói trôi hơn nhiều mặt sau 3 tháng sử_dụng tớ cảm_thấy rất hài_lòng với số tiền bỏ ra chip snap665 quá ổn để chiến game pin trâu đồ phân_giải nói là hd nhưng ko tệ con về phần chụp ảnh thì hơi yêu con hơi ko rõ nhưng đc cái sáng nhân_viên vui_tính nhiệt_huyết sẽ có ngay trở_lại,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
mua được 9 tháng và pin đã chai 8 máy dùng hơi bị giật tí chơi game mượt nói_chung là tạm ổn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chơi game liên_quân nhanh hết pin sạc 2 5h mới đầy để chơi game cả ngày thì ko nên dùng con này,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuyệt_vời sang_trọng và mọi thứ đều rất ok camera chụp chân_dung cực chất chiến được tất_cả các tựa game hiện_nay và rất mượt có cái pin hơi đuối sạc tầm 3 tiếng nhưng xem youtube với chơi game tầm được 5 6h đôi_lúc máy cũng bị nóng,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
pin xạc kh lên pin báo 20 tiếng sau mới đầy lỗi quá v smart đang bị lỗi cam trước không được đẹp cho lắm game thì ok pin dùng cả ngày hơi thất_vọng,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bề ngoài mấy đẹp vân tay không nhạy cho lắm đôi_khi phải bấm 2 3 lần bút spen xài tiện nhất lúc dịch văn_bản còn để viết ghi_chú thì ít khi xài vì ghi bằng bút rất bất_tiện camera chụp rất đẹp có góc rộng thử quay_phim lấy nét động lấy nét sai tè le hết tóm lại là xài rất ok nhân_viên thế giới di động rất nhiệt tình sẽ tiếp tục ủng hộ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
trên cả tuyệt_vời hơn cả mông đợi của mình luôn máy lướt nhẹ mượt game thì khỏi chê luôn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tôi đã đổi từ s20 sang oppo finx 2 không quan_trọng là thương_hiệu hay không thương_hiệu chỉ cần mình thấy hợp voeis mình là mua luôn còn lại không quan_tâm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sau 3 tháng sử dụng mình thấy máy rất tốt thiết kế mỏng nhẹ cầm lâu không mỏi tay cũng không bị quá nóng trong quá trình sử dụng lâu sau bản cập nhật tháng 3 pin đã trâu hơn cái mà mình chưa ưng là camera không có chế độ quay fhd 60fps và khi chuyển cảnh đa nhiệm lên xuống các tab app nặng đôi_khi bị khựng khựng không mượt hi vọng các bản update sau này sẽ khắc phục được 2 điều đó,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
máy rung khá êm nên nhiều lúc có cuộc_gọi không biết ! vì lí đo công_việc nên máy chỉ để rung k để chuông nhiều khi lỡ cuộc_gọi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm ở mức tiền như_vậy là dùng đc giá_như có sạc nhanh thì tốt hơn mơi đúng thì thấy bin ổn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
nv từ vẫn và hii trò nhiệt_tình mấy mới và tốt các địch vy đều rất hài_lòng samsung galaxy là một dù lựa chob tốt chỉ mới lứa tuổi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
trên cả tuyệt_vời rất êm luôn chụp hình siêu đẹp nhân_viên chăm_sóc khách_hàng rất tận_tình,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
nói thực_sự dùng được nửa tháng máy rất chậm phản_hồi bị trễ cảm_giác rất là đơ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
có bác nào nhận máy về bị lỗi như tôi chưa gõ nhẹ cạnh có cảm_biến vân tay thì bị bung cảm_biến ra ấn vào thì vẫn dùng bình_thường nhưng chạm mạnh thì có_thể bung ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nhận máy ngày 26 10 máy mượt hơn mong_đợi camera quá ok đt sạc nhanh xài đến cuối ngày pin vẫn còn 70 80 dù có bật 4g cả ngày nv tư_vấn dth,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
good !,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
hiệu_năng ngon hơi ấm cảm_giác cầm chơi lâu thì mỏi và khó thao_tác game loa để ở dưới khi chơi game tay cầm che mất loa hơi khó_chịu nhân_viên rất nhiệt_tình,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
chưa đầy một năm nữa camera không sài được hmm cho hỏi bên mình có bảo_hành camera không ạ thất_vọng qá,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hôm_nay em vừa_mới mua sản_phẩm này ở đmx ban đâu em tính mua dòng điện_thoại khác nhưng cũng nhờ sự tư_vấn nhiệt_tình từ anh lân và chị hạnh đã hỗ_trợ em trong việc lựa_chọn sản_phẩm phù_hợp cho mình em cảm_thấy rất hài_lòng về sự phục_vụ chu_đáo của anh_chị_em xin cảm_ơn ạ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mới mua máy dùng tốt cấu_hình máy có chuẩn chống nước và bụi mà không biết chuẩn nào,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
máy a10s ko dùng được smart witch lên ch play tải và tìm ko thấy ứng_dụng em đã dùng apksure tải về cài thì báo_ứng dụng chờ chưa cài_đặt được,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đã dùng được 1 5 tháng thiết_kế đẹp camera sắc nét pin ổn máy mượt mỗi_tội mở khoá vân tay lỗi định đổi con iphone dùng nhưng nghĩ_lại thấy con này cũng ko quá tệ nên để dùng !,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
máy mới mua được 2 ngày cảm_ứng rất tệ chậm và đơ có chính_sách 1 đổi 1 không biết đmx sẽ áp_dụng thế_nào 1 chút lo_lắng !,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mọi thứ đều tốt chỉ lỗi là nghe nhạc thì bị vấp sạc nhanh thì bình_thường sạc thua oppo f9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thật_sự chán mua sài được 1 tháng mấy màn_hình cứ giật lắc tùm_lum đem ra bảo_hành lần 1 hãng nói là lỗi phần_mềm rồi chạy lại chương_trình sài chưa được 1 tuần lại bị giật tiếp đem ra bảo_hành lần 2 nói đòi mở bung máy kiểm_tra linh_kiện phần_cứng lần này nữa không được nữa khỏi sài hãng samsung nữa quá_trời mệt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
đã mua hàng tại tgdd thị_xã long_mỹ máy đẹp nhưng vân tay có lúc không nhạy pin nhanh hết mặc_dù 5000m,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sài 7 tháng vẫn còn ngon màng hình đẹp và rõ nét chíp snapdragon 730 mạnh chơi game khỏe pin sài 1 5 ngày bao sài sài quài không lo hết pin sạc từ 15 đến 100 chỉ khoảng 80 đến 90 phút tùy theo nhiệt độ môi trường cao hay thấp nói chung ok lúc mua 10 490 000d so với bây giờ quá rẻ nên mua,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
samsung đã có cải_tiến lại dòng a cảm_ứng vân tay khá nhạy chụp hình đẹp hơn so với a50 nhân_viên đẹp tư_vấn nhiệt_tình vui_vẻ rất thích mua hàng ở tgdd,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
em chưa đủ tiền ạ nhưng em sắp đủ rồi ạ quả máy này chất thực_sự luôn game vô_tư,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua về lúc sáng chưa kịp xài nhiều nhưng thấy sp đẹp camera cũng dc chức_năng cũng tốt trong tầm giá_như vậy thử game liên_quân thì combat hơi bị giật lag mà mình mua cho ba mình xài nên nghe gọi youtube ok là đc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mới mua được vài ngày máy cầm_chắc chắn vỏ rất bóng_bẩy dùng mượt không giật lag pin 2 ngày mới hết nếu chỉ facebook web sendo soppe lazada vv chip sd 720 là yêu rồi cam ổn trong tầm giá nói_chung giá này ăn tái mấy cái anh samsung,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
vừa mua hôm_qua ở tgdd nhân_viên rất nhiệt_tình chơi game khá tốt nhưng có đều pin tuột hơi nhanh,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sản_phẩm xài rất tốt mượt_mà cấu_hình mạnh chụp hình rất đẹp không bị nóng máy pin cũng xài quá ok,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cho e hỏi s đt mới mua ve mà nó nhah hết pin k khác gi so vs đt trc ma mjh đã sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mọi thứ đều ổn pin tạm chiến game mượt chip a12 mạnh_mẽ thiết_kế giống x camera xịn xò,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
sử_dụng hơi lag phiền_phức ở chổ cái ứng_dụng premision control tắt chưa được chưa được 1 tháng đã bị chảy màn_hình,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cảm_nhận dùng quá tuyệt_vời nhân_viên rất nhiệt_tình tiếc là thích màu đỏ mà k tìm đâu ra pin đủ dùng cho tác_vụ nhẹ nhu_cầu bt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
mình đã mua và sài thử cập_nhật lên phiên_bản mới nhất bị lỗi blutooth dù mình có đem ra cửa_hàng yêu_cầu đổi máy mới mà vẫn ko khắc_phục dc lỗi blutooth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xài khá ổn mỗi tấn nền hơi xấu pin trâu thấy mn cứ chê nhưng thật_sự con này rất ngon samsung mình đã từng xài r nên biết mn đừng nhìn cái cấu_hình mà đánh_giá em nó,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pin sụt nhanh âm_thanh nghe nhạc không đạt gọi zalo hay bị bị nhại phân khúc tầm trung kém,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
chả hiểu sao nhiều người cứ chê lên chê xuống nói_chung không viết gì nhiều nói_chung trong phân khúc chẳng có gì mà chê từ pin ngoại_hình cấu_hình cứ mua dùng và cảm_nhận,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy sử_dụng rất ok chụp ảnh hơi chán cấu_hình tốt trong tầm giá_mà hình đẹp cảm_giác cầm nắm tốt chỉ mỗi cái bắt wifi hơi kém,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
mình mới mua và sử_dụng thì quá ok vì chỉ nghe gọi là chính còn về sau thì không biết,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
loà ngoài hơi nhỏ nhưng rất tốt nếu_mà vsmart nên làm cái tiếng của camera thò thụt nhỏ hơn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy bị đơ mở khoá ko ăn đổi máy khác đc ko chưa gì bị lỗi rồi mong phản_hồi từ tgdd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thương_hiệu samsung thì chất_lượng nv thế_giới di_động tư_vấn bán hàng nhiệt_tình đt xài tốt mẫu đẹp cầm đầm tay triệu like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
tuyệt_vời giá 5tr4 mà chíp snap 720g màn_hình to đẹp game rất mượt pin trâu nói_chung quá hài_lòng về xiaomi,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
